supplier_name,org_type,total_spend,YYYY
CENTRE FOR ASSESSMENT LIMITED,MEDIUM / LARGE,7124.6,2011
MICROFORMAT (UK) LIMITED,MEDIUM / LARGE,3196.5,2013
ROOSTER SAILING LIMITED,SMALL BUSINESS,1116.88,2011
MARK FINNIS TRAINING AND CONSULTANCY LTD,NOT DEFINED,1300,2014
MAPLIN ELECTRONICS LIMITED,MEDIUM / LARGE,974.38,2013
SAGE ACCOUNTS SOLUTIONS LTD,SMALL BUSINESS,6710,2012
NORWICH ACCOMMODATION LTD,SMALL BUSINESS,36980,2012
REEPHAM HIGH SCHOOL AND COLLEGE,NOT DEFINED,4468,2014
CTBF ENTERPRISES LIMITED,MEDIUM / LARGE,50142.86,2011
ACCEPTUS HEALTHCARE LIMITED,SMALL BUSINESS,277139.62,2013
GENESIS RESIDENTIAL CARE HOME LIMITED,SMALL BUSINESS,279920.8,2012
THE HEATHERS NURSING HOME,,443478.12,2014
THE NATIONAL FOSTERING AGENCY LIMITED,MEDIUM / LARGE,2519860.17999998,2013
JMP CONSULTANTS LIMITED,NOT DEFINED,3680,2011
UCAS MEDIA LIMITED,MEDIUM / LARGE,870,2013
CORDIE LTD,SMALL BUSINESS,52.8,2014
ARCHER SIGNS AND PANELS LIMITED,SMALL BUSINESS,1259.94,2012
PROSPECTS FOR PEOPLE WITH LEARNING DISABILITIES,CHARITY,59881.92,2014
E-LEARNING FOUNDATION,CHARITY,1100,2011
MANAGEMENT FUTURES LIMITED,SMALL BUSINESS,20900,2011
NEDERMAN LIMITED,MEDIUM / LARGE,3096.62,2012
VSM TRACE LIMITED,NOT DEFINED,50848.92,2014
DEREK D LISTER,NOT DEFINED,29642.2,2014
CARE UK HOMECARE LIMITED,MEDIUM / LARGE,5065375.1,2012
"ERNEST DOE & SONS,LIMITED",MEDIUM / LARGE,10634.1,2013
CARRIER DIRECT LIMITED,SMALL BUSINESS,1131.92,2011
PEARLCARE (ACLE) LIMITED,SMALL BUSINESS,233010.96,2014
THE BIRCHAM CENTRE,CHARITY,10100,2011
EXCEL ELECTRICAL SERVICES LTD.,SMALL BUSINESS,1864.1,2013
INSIGNIA LIMITED,SMALL BUSINESS,1786.48,2011
FAKENHAM TOOL AND EQUIPMENT HIRE LIMITED,SMALL BUSINESS,1956.9,2011
BLACKBURNS (HARLESTON) LIMITED,MEDIUM / LARGE,9375.68,2013
SURECLOUD LIMITED,SMALL BUSINESS,353,2014
M TECHNICIANS LIMITED,NOT DEFINED,1190,2011
PETANS LIMITED,CHARITY,71653,2011
JAFCO TOOLS LTD.,SMALL BUSINESS,1188,2012
FRIMSTONE LIMITED,MEDIUM / LARGE,8174.06,2013
ALTOGETHER CARE LLP,SMALL BUSINESS,41936,2014
PEOPLE ASSET MANAGEMENT LTD,SMALL BUSINESS,83105.6,2014
PITNEY BOWES LIMITED,MEDIUM / LARGE,3074.4,2013
CARE MANAGEMENT GROUP,,242254.4,2014
JOHNSTON PUBLISHING LIMITED,MEDIUM / LARGE,6062.08,2012
AMR ELECTRICAL SERVICES LIMITED,SMALL BUSINESS,9486,2014
HERTFORDSHIRE PARTNERSHIP NHS FOUNDATION TRUST,CHARITY,328408.34,2011
ALPHA ROOFING SERVICES LIMITED,SMALL BUSINESS,327611.66,2012
RICHARDS COACHES LIMITED,SMALL BUSINESS,126879.36,2013
THE TOUR OF BRITAIN LIMITED,SMALL BUSINESS,70000,2012
BLUE STAR HUMAN RESOURCES LIMITED,MEDIUM / LARGE,408,2014
FENNERS LIMITED,SMALL BUSINESS,442989.88,2011
BOOTS UK LIMITED,MEDIUM / LARGE,71927.46,2014
EAST OF ENGLAND TRADING STANDARDS ASSOCIATION LIMITED,SMALL BUSINESS,49374,2011
THE NATIONAL LITERACY TRUST,MEDIUM / LARGE,2560,2014
MARLOCO LIMITED,SMALL BUSINESS,52147.42,2011
DIRECT VISUAL LIMITED,MEDIUM / LARGE,3570,2011
BARTRAM MOWERS LIMITED,SMALL BUSINESS,890,2013
WESTCOTEC LIMITED,SMALL BUSINESS,5885.2,2014
ECONOMY COOKERS LIMITED,SMALL BUSINESS,1126,2013
QUENTOR LIMITED,SMALL BUSINESS,1570.24,2012
KLAIR HOUSE LTD,SMALL BUSINESS,661087.359999998,2012
RELIANCE EMPLOYMENT LIMITED,SMALL BUSINESS,41015.74,2011
ACCESS INTELLIGENCE MEDIA AND COMMUNICATIONS LIMITED,MEDIUM / LARGE,13760,2011
DANIELS PLUMBERS LIMITED,SMALL BUSINESS,3421.52,2014
LITTLEHAMPTON BOOK SERVICES LIMITED,MEDIUM / LARGE,3800,2011
BAWBURGH INSTALLATIONS LIMITED,SMALL BUSINESS,3182.68,2012
VOLVO GROUP UK LIMITED,MEDIUM / LARGE,26724.92,2012
HXI CONSULTING LTD,SMALL BUSINESS,2070,2011
UNIQUE CARE HOMES LLP,NOT DEFINED,1804158.56,2014
BIDWELLS HOLDINGS LTD,MEDIUM / LARGE,14856,2013
ELSENHAM HOUSE LIMITED,MEDIUM / LARGE,827734.219999999,2012
MULTITONE ELECTRONICS P L C,MEDIUM / LARGE,383970,2011
ADEM LIMITED,SMALL BUSINESS,27610.4,2012
ILKESTON PROPERTY.COM LIMITED,SMALL BUSINESS,1178,2012
CLEVER CLOGS CHILD CARE LTD,MEDIUM / LARGE,51407.16,2012
BE ACTIVE MOBILITY LIMITED,SMALL BUSINESS,1738,2013
FORENSIC PSYCHOLOGY SERVICES LTD,SMALL BUSINESS,980,2013
ASTOR-BANNERMAN (MEDICAL) LIMITED,SMALL BUSINESS,24951.8,2011
SHRED STATION LIMITED,SMALL BUSINESS,1230,2011
KWD ELECTRICAL LIMITED,MEDIUM / LARGE,6906,2011
THURROCK BOROUGH COUNCIL,,354,2014
COVERGOLD LIMITED,SMALL BUSINESS,1820,2011
ALLSTAR BUSINESS SOLUTIONS LIMITED,MEDIUM / LARGE,248253.48,2013
MICRO LIBRARIAN SYSTEMS LIMITED,MEDIUM / LARGE,2856,2014
FOSTER PROPERTY MAINTENANCE LIMITED,MEDIUM / LARGE,52685.5,2011
ANGUISH'S EDUCATIONAL FOUNDATION,CHARITY,19.08,2014
UPGRADE OPTIONS LIMITED,MEDIUM / LARGE,2352,2011
ASPIRE CARE LTD,SMALL BUSINESS,564161.5,2013
COPY IT DIGITAL SOLUTIONS LIMITED,SMALL BUSINESS,4587.96,2013
COMMELIUS SOLUTIONS LTD,SMALL BUSINESS,13380,2014
GLASDON MANUFACTURING LIMITED,MEDIUM / LARGE,1156.46,2011
MAS SERVICES (EAST ANGLIA) LIMITED,SMALL BUSINESS,667282.62,2012
K PLANT LIMITED,SMALL BUSINESS,1416561.02,2011
WESTMINSTER HOMECARE LIMITED,MEDIUM / LARGE,289008.82,2013
NEVILLE GODFREY LIMITED,SMALL BUSINESS,112070,2011
HAMILTON FURNISHINGS LIMITED,NOT DEFINED,1294.46,2011
PANKS ENGINEERS LTD.,SMALL BUSINESS,4202.06,2013
LAWSONS ESTATE AGENTS (THETFORD) LIMITED,SMALL BUSINESS,1740,2012
ALPHA CARE MANAGEMENT SERVICES LIMITED,SMALL BUSINESS,565670.639999998,2014
BRECKLAND INDUSTRIAL LIMITED,SMALL BUSINESS,2640,2013
NIGHTINGALE TRAINING & CARE SERVICES LTD,SMALL BUSINESS,65137.36,2013
FABER ROOFING LIMITED,SMALL BUSINESS,73759.96,2013
DRIVE MEDICAL LIMITED,MEDIUM / LARGE,83824.2,2013
SUNNYVIEW HOUSE,,13760,2013
COSY 42 LTD,NOT DEFINED,3340.96,2012
GOLD GROUP LIMITED,SMALL BUSINESS,90783.16,2011
FIRST CONFERENCE ESTATE LIMITED,MEDIUM / LARGE,21360,2014
NORSE EASTERN LIMITED,MEDIUM / LARGE,4465979.54,2014
CENTRAL (HIGH RISE) LIMITED,SMALL BUSINESS,7132,2013
THE COLLEGE OF WEST ANGLIA,EDUCATION,283045.04,2014
REFERENCELINE LIMITED,SMALL BUSINESS,32800,2013
LENGARD PROPERTY LIMITED,SMALL BUSINESS,218538.42,2011
ARH GROUNDWORKS LIMITED,SMALL BUSINESS,95128,2012
PARKVIEW CARE HOMES LIMITED,SMALL BUSINESS,87610.64,2012
CLUSTER DIGITAL LTD,SMALL BUSINESS,4200,2014
CONSENSUS (2013) LIMITED,NOT DEFINED,211959.48,2013
BURMAN PLANT LIMITED,SMALL BUSINESS,3200,2012
INFOGRAPHICS UK LTD.,SMALL BUSINESS,160290.5,2013
RBS INVOICE FINANCE LIMITED,MEDIUM / LARGE,1000,2013
BROADLANDS HALL LIMITED,SMALL BUSINESS,215898,2013
HYMANS ROBERTSON LLP,MEDIUM / LARGE,682531.119999998,2012
THE MANSION HOUSE BEDDING COMPANY LIMITED,MEDIUM / LARGE,3702.4,2011
MARLPIT HILL BUILDING SERVICES LTD,NOT DEFINED,2880,2012
NATIONAL MEASUREMENT OFFICE,,5784,2011
ABBEVILLE RESIDENTIAL CARE HOME,,338707.680000002,2012
MENTAL HEALTH CARE (U.K) LIMITED,MEDIUM / LARGE,62400,2013
CHOICES UK GROUP LIMITED,MEDIUM / LARGE,6911.9,2012
ABSOLUTE MECHANICAL LTD,SMALL BUSINESS,18209.82,2011
PEBBLES CHILDREN AND FAMILY SERVICES,SMALL BUSINESS,8000,2013
FUCHS LUBRICANTS (UK) PLC,MEDIUM / LARGE,12463,2013
DESIRA GROUP PLC,MEDIUM / LARGE,2444.36,2014
KONICA MINOLTA BUSINESS SOLUTIONS EAST LIMITED,MEDIUM / LARGE,164815.18,2012
NIELSEN BOOK SERVICES LIMITED,MEDIUM / LARGE,5660,2013
DEFIANT ENTERPRISES LIMITED,SMALL BUSINESS,272565.9,2014
HOLLYWELL CARE LIMITED,MEDIUM / LARGE,19554.86,2012
DAVENPORT'S MAGIC KINGDOM LIMITED,SMALL BUSINESS,117047.62,2013
HOSPITAL METALCRAFT LIMITED,MEDIUM / LARGE,840.9,2012
COUNTRY GROUNDS MAINTENANCE LIMITED,SMALL BUSINESS,42567.26,2011
GRANGE HOTEL (NEWARK) LIMITED,SMALL BUSINESS,3347.68,2014
ONE TO ONE HOMECARE LIMITED,,1584921.06,2011
BALFOUR BEATTY CONSTRUCTION LIMITED,MEDIUM / LARGE,211604.62,2014
CARING HOMES HEALTHCARE LIMITED,MEDIUM / LARGE,1051825.12,2012
ALPHA NURSERIES LTD,SMALL BUSINESS,18540.18,2012
CREATIVE ARTS EAST,CHARITY,50000,2014
M. GAZE & CO. LIMITED,MEDIUM / LARGE,11336.68,2011
NEIL CAMERON ASSOCIATES LIMITED,SMALL BUSINESS,148172.66,2013
EXTERION MEDIA (UK) LIMITED,MEDIUM / LARGE,64600,2012
HILLSIDE COMMERCIAL LIMITED,SMALL BUSINESS,1214.28,2012
BURLINGHAM HOUSE LIMITED,NOT DEFINED,739298.719999999,2012
BRANAS ISAF (ASHFIELD HOUSE) LIMITED,MEDIUM / LARGE,144000,2012
BOLD DIRECTORIES LIMITED,SMALL BUSINESS,1000,2011
ALLIED MECHANICAL SERVICES LIMITED,SMALL BUSINESS,569044.78,2011
M. & K. COMMERCIALS LIMITED,SMALL BUSINESS,31108.52,2012
OLLANDS LIMITED,SMALL BUSINESS,3895.88,2014
EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,,56976.5,2011
MOTTS PHARMACY LIMITED,SMALL BUSINESS,1816,2014
FREIGHT TRANSPORT ASSOCIATION LIMITED,MEDIUM / LARGE,5520,2012
ROCC COMPUTERS LIMITED,MEDIUM / LARGE,9523.42,2011
POWERSENSE TECHNOLOGY LIMITED,SMALL BUSINESS,1700,2012
JK TRAVEL & MONEY TRANSFER LTD,SMALL BUSINESS,59869.12,2013
MERIDIAN LAW LIMITED,MEDIUM / LARGE,4908,2012
A1 CARS (BIRMINGHAM) LTD,NOT DEFINED,25692,2011
MARTIN DRINKWATER TRAINING ASSOCIATES LIMITED,SMALL BUSINESS,2000,2012
EASTERN PS LIMITED,NOT DEFINED,1668,2013
NJE TAXIS LIMITED,SMALL BUSINESS,362087.32,2011
NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST CHARITABLE FUND,CHARITY,2890580.86,2014
BARCLAYS BANK PLC,MEDIUM / LARGE,94483,2013
JOLLIFFE DAKING LLP,SMALL BUSINESS,4100,2012
CEDARWOOD HOUSE LIMITED,MEDIUM / LARGE,37847.42,2012
RICHARDSON PARTNERSHIP FOR CARE - 23 DUSTON ROAD,,147728,2012
G S D LAMBERT & SONS LIMITED,SMALL BUSINESS,10200,2011
MARDAN (NORWICH) LIMITED,MEDIUM / LARGE,67643.96,2014
SPECSAVERS OPTICAL SUPERSTORES LIMITED,MEDIUM / LARGE,1861.28,2014
RESTORATIVE JUSTICE 4 SCHOOLS LIMITED,SMALL BUSINESS,1100,2013
G M - C VEHICLE COMMUNICATIONS LIMITED,SMALL BUSINESS,83116.7,2012
D. A. GRIGGS DECORATORS LIMITED,SMALL BUSINESS,84430,2012
HEATHCARE LTD,SMALL BUSINESS,190104,2014
REDLANDS HOUSE,,510241.300000002,2013
ADIEMUS CARE LIMITED,MEDIUM / LARGE,1788037.74,2013
ACEVO SOLUTIONS LIMITED,MEDIUM / LARGE,20000,2012
SUPPLY 999 LIMITED,NOT DEFINED,14241.88,2012
ARCHIVES AND RECORDS ASSOCIATION (UK AND IRELAND),MEDIUM / LARGE,1080,2012
"DERSINGHAM BUILDING & CONTRACTING COMPANY,LIMITED",SMALL BUSINESS,25241.24,2013
SENNHEISER UK LIMITED,MEDIUM / LARGE,67008,2011
ADVANCED FORK TRUCK TRAINING LIMITED,SMALL BUSINESS,1000,2011
L.G.PERFECT(HAULAGE)LIMITED,SMALL BUSINESS,7341.28,2012
IVYDENE ASSOCIATES LIMITED,SMALL BUSINESS,46838.96,2012
FIVE GABLES NURSING HOME,,27401.92,2011
THE RIGHT FUELCARD COMPANY LIMITED,MEDIUM / LARGE,2497.88,2012
JACOBY ASSOCIATES (UK) LIMITED,SMALL BUSINESS,4818.8,2013
AMEY LIGHTING (NORFOLK) LIMITED,MEDIUM / LARGE,11300965.36,2011
BRAMLEY LAKES LIMITED,SMALL BUSINESS,6690,2011
THE DOG HOUSE BARBER SHOP LTD,,79163.28,2012
SPECIALISED ORTHOTIC SERVICES LIMITED,SMALL BUSINESS,16473,2012
JSF 4X4 LIMITED,SMALL BUSINESS,2535.36,2011
O.R.M. NORTH NORFOLK LIMITED,SMALL BUSINESS,1376.96,2011
GO WEST TRAVEL LIMITED,MEDIUM / LARGE,1564652.88,2013
IRELAND'S DREAM LIMITED,SMALL BUSINESS,841,2011
KISIMUL GROUP LIMITED,MEDIUM / LARGE,836122.22,2012
PHIL DAVIES EDUCATION LIMITED,SMALL BUSINESS,8023.04,2014
WAVENEY TRUCK PARTS LIMITED,SMALL BUSINESS,1087.6,2012
G.T.MORRISON LIMITED,SMALL BUSINESS,5266,2012
SANDBERG LLP,MEDIUM / LARGE,2980,2013
SIMONDS OF BOTESDALE LIMITED,MEDIUM / LARGE,386843.72,2014
MEDICARE CORPORATION LTD,SMALL BUSINESS,849785.000000002,2012
SQUIRE PATTON BOGGS (UK) LLP,MEDIUM / LARGE,41861,2014
NAPPUK LTD,SMALL BUSINESS,898,2012
FOUR SEASONS HOMES NO.4 LIMITED,MEDIUM / LARGE,1267781.67999999,2012
PARSONS DOWD PSYCHOLOGICAL LIMITED,SMALL BUSINESS,6900.66,2012
ITSLEARNING UK LIMITED,MEDIUM / LARGE,3800,2013
GLEN BISHOP BUILDERS LIMITED,SMALL BUSINESS,39825,2013
PEARL LINGUISTICS LIMITED,MEDIUM / LARGE,134997.24,2012
PATTRICK & THOMPSONS LIMITED,MEDIUM / LARGE,3548.36,2011
SHIELS COURT CARE HOME,,1523409.38000001,2014
FISHERBULLEN LIMITED,MEDIUM / LARGE,18989.86,2014
ASSOCIATE DEVELOPMENT SOLUTIONS LTD,SMALL BUSINESS,9851.56,2011
WINDSPEED LIMITED,SMALL BUSINESS,958,2011
PANKS AUTO ELECTRICAL LTD.,SMALL BUSINESS,6389.82,2013
LOUGHBOROUGH UNIVERSITY DEVELOPMENT TRUST,MEDIUM / LARGE,3200,2014
BLACKBURN CLOTHES LIMITED,SMALL BUSINESS,1520,2011
TTS GROUP LIMITED,MEDIUM / LARGE,1279.8,2014
HOSPITALITY CALLS LTD,SMALL BUSINESS,92300,2012
M. S. OAKES LIMITED,MEDIUM / LARGE,135959.62,2011
EDEXCEL LIMITED,MEDIUM / LARGE,1631,2011
BUILDERS EQUIPMENT LIMITED,SMALL BUSINESS,42363.68,2011
PROPERTY PSL LIMITED,SMALL BUSINESS,1710,2014
STABLE TRADING LIMITED,MEDIUM / LARGE,19425.78,2012
IN-TRAC TRAINING AND CONSULTANCY LIMITED,SMALL BUSINESS,8950,2013
ISS [LONDON) LTD,NOT DEFINED,30012,2011
HALE ALLEN JONES LLP,SMALL BUSINESS,5500,2011
ANGLIAN HEALTH & SAFETY SUPPLIES LIMITED,SMALL BUSINESS,18308.2,2012
FAREWAY TAXIS LIMITED,SMALL BUSINESS,2400,2011
BOBS TAXIS LIMITED,NOT DEFINED,188424.8,2014
HSS HIRE SERVICE FINANCE LIMITED,MEDIUM / LARGE,286.56,2014
DANDO DRILLING INTERNATIONAL LIMITED,MEDIUM / LARGE,954,2014
W F HOWES LIMITED,MEDIUM / LARGE,148275.54,2011
JULIAN SUPPORT LIMITED,MEDIUM / LARGE,652385.140000002,2014
EPIC ADVENTURE LTD,SMALL BUSINESS,76726.18,2011
ANGEL SOLUTIONS LTD,SMALL BUSINESS,55650,2013
COMMUNITY SAFETY (GREAT YARMOUTH) LIMITED,SMALL BUSINESS,37384,2013
MERCEDES-BENZ FINANCIAL SERVICES UK LIMITED,MEDIUM / LARGE,93165.26,2011
NPS PROPERTY CONSULTANTS LIMITED,MEDIUM / LARGE,13050890.44,2011
THOMPSON FORKTRUCK SERVICES LIMITED,SMALL BUSINESS,5000,2011
BROADLAND CATERING EQUIPMENT LIMITED,SMALL BUSINESS,2374.92,2011
COACH SERVICES LIMITED,SMALL BUSINESS,1637830.44,2012
GEMINI 2 ENGINEERING LIMITED,SMALL BUSINESS,56468.1,2014
ATTLEBOROUGH DAY CENTRE,CHARITY,1200,2011
JP CHICK & PARTNERS LIMITED,SMALL BUSINESS,8309,2011
T GROOME PLANT HIRE LIMITED,MEDIUM / LARGE,79656,2011
Q ASSOCIATES LIMITED,MEDIUM / LARGE,194503.28,2011
SICON LIMITED,SMALL BUSINESS,11053,2011
EAST PUBLISHING LIMITED,SMALL BUSINESS,13719.5,2011
LANGLEY LODGE RESIDENTIAL HOME,,5616,2012
CONTINENTAL SPORTS LIMITED,MEDIUM / LARGE,5396,2012
BB GARDEN EQUIPMENT,NOT DEFINED,17292.18,2011
CAREFIRST HEALTHCARE LIMITED,NOT DEFINED,8943.84,2012
EASTERN LEADERSHIP CENTRE,CHARITY,161.84,2014
CROMWELL TOOLS LIMITED,MEDIUM / LARGE,1494.1,2012
PLANTSCAPE INTERIOR LIMITED,SMALL BUSINESS,1903.2,2013
PHOENIX HOUSE,,609841.42,2012
FLIGHTS OF FANCY LIMITED,,1186.44,2014
TREES NURSING HOME,,298131.64,2012
QUALIFIED EDUCATION LTD,NOT DEFINED,1100,2013
RICHARD CHING AND SON LIMITED,SMALL BUSINESS,1311.4,2011
"PERTWEE & BACK,LIMITED",MEDIUM / LARGE,27225.34,2012
DELL CORPORATION LIMITED,MEDIUM / LARGE,82971.9,2014
HOLLYBUSH HEALTHCARE LTD,SMALL BUSINESS,109597.2,2013
ALEXANDRA HOUSE,,427998.059999999,2014
ELIZABETH JARMAN TRAINING LIMITED,SMALL BUSINESS,172470.42,2012
E.J.P. INTERESTS LIMITED,SMALL BUSINESS,79310,2011
UNIHEALTH LIMITED,NOT DEFINED,185344.16,2012
MOTT MACDONALD LIMITED,MEDIUM / LARGE,6551399.92000001,2012
U.P.S SYSTEMS PLC,MEDIUM / LARGE,21240,2013
CEPHAS CARE LIMITED,SMALL BUSINESS,805559.38,2011
WOODWAY ENGINEERING LIMITED,MEDIUM / LARGE,5970.26,2012
PRIORY EDUCATION SERVICES LIMITED,MEDIUM / LARGE,745318.06,2014
WORKTRIBE LTD,SMALL BUSINESS,33500,2011
SMART LEARNING LIMITED,SMALL BUSINESS,3889.02,2013
ARTILLUS ILLUMINATING SOLUTIONS LIMITED,SMALL BUSINESS,8500.8,2012
LOCAL PARTNERSHIPS LLP,MEDIUM / LARGE,30000,2014
AUDIOGO LIMITED,MEDIUM / LARGE,182545.26,2012
SANFORD HOUSE LIMITED,MEDIUM / LARGE,509913.279999998,2012
A K CHEMISTS LIMITED,SMALL BUSINESS,4254,2012
WAVENEY AREA COMMUNITY TRANSPORT,MEDIUM / LARGE,53749.18,2012
FOSTER CARE ASSOCIATES LIMITED,MEDIUM / LARGE,594138.36,2013
REYNOLDS COACHES LIMITED,SMALL BUSINESS,203314.56,2013
AVCO SYSTEMS LIMITED,MEDIUM / LARGE,59426,2013
CAREMARK (WEST NORFOLK),,33491.86,2013
GREAT HOSPITAL,CHARITY,1522.1,2011
MUSEUM OF EAST ANGLIAN LIFE,CHARITY,35689.84,2012
COMMAND PEST CONTROL LIMITED,SMALL BUSINESS,3090,2012
THE NATIONAL TEACHING & ADVISORY SERVICE LIMITED,SMALL BUSINESS,128640,2011
SME INVOICE FINANCE LIMITED,MEDIUM / LARGE,5900,2011
RIDGEONS LIMITED,MEDIUM / LARGE,9627.9,2011
RESQUIP LIMITED,SMALL BUSINESS,38.6,2014
EAST ANGLIAN STONE LIMITED,SMALL BUSINESS,2522.1,2013
SPRUE SAFETY PRODUCTS LTD.,MEDIUM / LARGE,151650,2014
THE HILLINGS LTD,MEDIUM / LARGE,26536,2011
WASTE RECYCLING GROUP (UK) LIMITED,MEDIUM / LARGE,28239094.2999999,2011
GRAHAM'S TAXIS (NORFOLK) LTD,SMALL BUSINESS,150946.88,2012
S C L INTERIORS LIMITED,NOT DEFINED,2550,2013
TRANSMIT CONTAINERS LIMITED,MEDIUM / LARGE,1120,2013
FAITH IN FAMILIES,SMALL BUSINESS,20998.4,2011
CAMBRIDGE EDUCATION ASSOCIATES LIMITED,NOT DEFINED,9750,2014
INTELLECT ENTERPRISES LIMITED,SMALL BUSINESS,10000,2013
MAZARS LLP,MEDIUM / LARGE,6000,2012
EVAC+CHAIR INTERNATIONAL LIMITED,MEDIUM / LARGE,6034,2011
LIGHTBOX ARCHITECTURE LIMITED,NOT DEFINED,37412.76,2013
CELLTEST LIMITED,NOT DEFINED,1968,2012
JOHN MCNEIL WILSON LIMITED,SMALL BUSINESS,48305.32,2012
UNIVERSAL SERVICES CENTRE UK LTD,,6569.08,2014
STEVE WRIGHT PHOTOGRAPHY LTD,SMALL BUSINESS,1800,2014
HOME IS WHERE THE HEART IS - HOMECARE,,29805.66,2014
FINE LINE COMMUNICATIONS (E.A.) LTD.,SMALL BUSINESS,10,2014
YORKSHIRE ADOPTION AGENCY LTD,MEDIUM / LARGE,18000,2013
ANGLIAN WATER SERVICES LIMITED,MEDIUM / LARGE,88301.7,2014
THE JOHN M HAYES PARTNERSHIP LIMITED,SMALL BUSINESS,2124,2014
SUSTED,SMALL BUSINESS,1260,2014
MORGAN SINDALL PLC,MEDIUM / LARGE,449013.6,2012
ST JOHN'S WINCHESTER CHARITY,CHARITY,41426.44,2011
STUART GROUP LIMITED,MEDIUM / LARGE,11509.96,2011
WALKER CONSTRUCTION SERVICES LIMITED,SMALL BUSINESS,375081.42,2014
STREET FORGE WORKSHOPS LIMITED,MEDIUM / LARGE,3166.82,2014
GLOBAL PAYMENTS CONSULTING LIMITED,NOT DEFINED,26081.5,2014
NORTHERN CARE GROUP LIMITED,NOT DEFINED,47200,2011
ADVANCE PAINTING COMPANY LIMITED,SMALL BUSINESS,6610.74,2011
TOBII DYNAVOX LIMITED,MEDIUM / LARGE,16190,2011
DRAGON FIRE & SECURITY SYSTEMS LTD,SMALL BUSINESS,25262,2014
RIGHTFORSUCCESS TRUST,NOT DEFINED,256131,2014
WILLOWPOINT TECHNOLOGY LIMITED,MEDIUM / LARGE,7260,2012
AMBASSADOR TRAVEL (ANGLIA) LIMITED,MEDIUM / LARGE,825575.12,2011
K T HEALTH LIMITED,SMALL BUSINESS,242164.32,2014
COZENS-HARDY & JEWSON LIMITED,NOT DEFINED,58298,2012
LEADING TO CHANGE LIMITED,SMALL BUSINESS,13000,2014
UNIVERSITY OF DERBY,CHARITY,3540,2013
KONECTBUS LIMITED,MEDIUM / LARGE,1482271.18,2014
D.L.H. AUTORECYCLERS LIMITED,SMALL BUSINESS,50540.6,2012
DYE'S PHARMACY LIMITED,SMALL BUSINESS,11982,2012
GDST (ENTERPRISES) LIMITED,MEDIUM / LARGE,3853.32,2012
MAYRISE LIMITED,MEDIUM / LARGE,29992,2011
BARCHESTER HEALTHCARE LIMITED,MEDIUM / LARGE,2270335.74,2012
STUDIO PARK LTD,SMALL BUSINESS,6450,2012
VENTA ASSOCIATES LIMITED,NOT DEFINED,1170,2011
SIMON MIDDLETON COMPANY LIMITED,SMALL BUSINESS,5000,2011
ANGLIA TAXIS LIMITED,SMALL BUSINESS,14464.4,2014
CONNECT GROUP PLC,MEDIUM / LARGE,519147.6,2011
HURN CHEMISTS LIMITED,NOT DEFINED,2270,2011
HERITAGE CARE LIMITED,MEDIUM / LARGE,6410804.02000002,2012
QUINTON CARE HOMES LIMITED,SMALL BUSINESS,287363.9,2011
AJ TAXIS LIMITED,SMALL BUSINESS,52129.78,2012
WILLOWDENE REHABILITATION LIMITED,SMALL BUSINESS,12320,2011
WATLINGTON DRAIN RENOVATIONS LIMITED,SMALL BUSINESS,44645.62,2012
EAST COAST COMMUNITY HEALTHCARE C.I.C.,MEDIUM / LARGE,647693,2011
CABLE & COMMS LIMITED,SMALL BUSINESS,74814.28,2013
IPRS (INDUSTRY) LIMITED,MEDIUM / LARGE,339031.2,2013
CAMBRIDGE ENVIRONMENTAL CONSULTANTS LIMITED,NOT DEFINED,25127.82,2013
AMBER CARE (EAST ANGLIA) LTD,SMALL BUSINESS,1090573.9,2012
ERAS LIMITED,SMALL BUSINESS,2245,2011
CRAYFORD & ABBS LIMITED,SMALL BUSINESS,1720,2013
DAVID HOLLIDAY LIMITED,SMALL BUSINESS,147219.08,2012
RANNERLOW LIMITED,SMALL BUSINESS,38000,2012
VOCALVALE LIMITED,SMALL BUSINESS,10921.8,2011
TURNER & BUTCHER LIMITED,SMALL BUSINESS,215278.4,2012
CARDINAL HEALTHCARE LIMITED,NOT DEFINED,4857.2,2014
COUNTRYWIDE CARE HOMES (2) LIMITED,MEDIUM / LARGE,932489.640000001,2014
LOXIA CARE LIMITED,SMALL BUSINESS,2006905.92,2012
BISHY BARNABEES DAY NURSERY LIMITED,SMALL BUSINESS,38360.6,2012
JOHN ATKINS ARCHITECT LIMITED,SMALL BUSINESS,1728,2012
UNTHANK FAMILY CENTRE,SMALL BUSINESS,28218,2013
CHANDLERS BUILDING SURVEYORS LIMITED,SMALL BUSINESS,3500,2013
COMMUNITY RAIL NORFOLK,NOT DEFINED,7500,2012
CARLTON HALL (LOWESTOFT) LIMITED,SMALL BUSINESS,39220,2011
GLENGARIFF COMPANY LIMITED,SMALL BUSINESS,30948.16,2012
CLICK NETHERFIELD LIMITED,MEDIUM / LARGE,5061,2012
PEARLCARE (ACLE) LIMITED,SMALL BUSINESS,401646.700000001,2013
HEDLEYPOPLAR LIMITED,SMALL BUSINESS,20000,2012
THE FORUM TRUST LIMITED,MEDIUM / LARGE,18533.38,2011
SURECLOUD LIMITED,SMALL BUSINESS,14900,2013
STORYSACK LTD,SMALL BUSINESS,9132.2,2011
